Serial #,Date,Time,No of Axles,Class Index,Class,Lane #,Speed(kph),Speed(mph),Gross Weight (Kg),Axle Wt1,Axle Wt2,Axle Wt3,Axle Wt4,Axle Wt5,Axle Wt6,Axle Wt7,Axle Wt8,Axle Wt9,Axle Wt10,Spacing1,Spacing2,Spacing3,Spacing4,Spacing5,Spacing6,Spacing7,Spacing8,Spacing9,Length(cm),Overhang(%),Headway(msec),Gap(cm),Direction,Validity,Straddle,Chassis Code,Legal Status,Legal Status,Front LF,Middle LF,Rear LF,Straddle Window,Average Speed,Front HF,Middle HF,Rear HF,Time Diff 1,Time Diff 2,Loop On Time,Registration,Axle 11,Axle 12,Axle 13,Axle 14,Axle 15,Axle 16,Axle 17,Axle 18,Axle 19,Axle 20,Axle 21,Axle 22,Axle 23,Axle 24,Axle 25,Space 10,Space 11,Space 12,Space 13,Space 14,Space 15,Space 16,Space 17,Space 18,Space 19,Space 20,Space 21,Space 22,Space 23,Space 24,Road Surface,Mote Address,Mote Hops,Mote Noise,Gas Type 1,Gas Type 2,Gas Type 3,Mote Temp,Mote Humidity,Mote Battery,RSSI,Record Type,Gross Wt P1,Gross Wt P2,Axle Wt 1 P1,Axle Wt 1 P2,Axle Wt 2 P1,Axle Wt 2 P2,Axle Wt 3 P1,Axle Wt 3 P2,Axle Wt 4 P1,Axle Wt 4 P2,Axle Wt 5 P1,Axle Wt 5 P2,Axle Wt 6 P1,Axle Wt 6 P2,Axle Wt 7 P1,Axle Wt 7 P2,Axle Wt 8 P1,Axle Wt 8 P2,Axle Wt 9 P1,Axle Wt 9 P2,Axle Wt 10 P1,Axle Wt 10 P2,Axle Wt 1 S1,Axle Wt 1 S2,Axle Wt 1 S3,Axle Wt 1 S4,Axle Wt 1 S5,Axle Wt 1 S6,Axle Wt 1 S7,Axle Wt 1 S8,Axle Wt 2 S1,Axle Wt 2 S2,Axle Wt 2 S3,Axle Wt 2 S4,Axle Wt 2 S5,Axle Wt 2 S6,Axle Wt 2 S7,Axle Wt 2 S8,Axle Wt 3 S1,Axle Wt 3 S2,Axle Wt 3 S3,Axle Wt 3 S4,Axle Wt 3 S5,Axle Wt 3 S6,Axle Wt 3 S7,Axle Wt 3 S8,Axle Wt 4 S1,Axle Wt 4 S2,Axle Wt 4 S3,Axle Wt 4 S4,Axle Wt 4 S5,Axle Wt 4 S6,Axle Wt 4 S7,Axle Wt 4 S8,Axle Wt 5 S1,Axle Wt 5 S2,Axle Wt 5 S3,Axle Wt 5 S4,Axle Wt 5 S5,Axle Wt 5 S6,Axle Wt 5 S7,Axle Wt 5 S8,Axle Wt 6 S1,Axle Wt 6 S2,Axle Wt 6 S3,Axle Wt 6 S4,Axle Wt 6 S5,Axle Wt 6 S6,Axle Wt 6 S7,Axle Wt 6 S8,Axle Wt 1 Sensor Avg,Axle Wt 2 Sensor Avg,Axle Wt 3 Sensor Avg,Axle Wt 4 Sensor Avg,Axle Wt 5 Sensor Avg,Axle Wt 6 Sensor Avg,Gross Wt S1,Gross Wt S2,Gross Wt S3,Gross Wt S4,Gross Wt S5,Gross Wt S6,Gross Wt S7,Gross Wt S8,Temperature(C),Start Time,Wheel Wt 1 L,Wheel Wt 1 R,Wheel Wt 2 L,Wheel Wt 2 R,Wheel Wt 3 L,Wheel Wt 3 R,Wheel Wt 4 L,Wheel Wt 4 R,Wheel Wt 5 L,Wheel Wt 5 R,Wheel Wt 6 L,Wheel Wt 6 R,Wheel Wt 7 L,Wheel Wt 7 R,Wheel Wt 8 L,Wheel Wt 8 R,Wheel Wt 9 L,Wheel Wt 9 R,Wheel Wt 10 L,Wheel Wt 10 R
77576592,2020/9/7,09:32:28.4,6,7,F,6,72,45,43650,7180,9770,9750,6900,4900,5150,0,0,0,0,329,135,825,132,129,0,0,0,0,1802,13,3700,7050,NORTHBOUND,0,No,31,1000,14,4,6,8,2359,2065,31,25,21,1000,1000,1001,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:27.4,,,,,,,,,,,,,,,,,,,,
77576593,2020/9/7,09:32:30.1,2,1,B,6,83,51.9,1060,600,460,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,377,27,2400,3000,NORTHBOUND,0,No,39,0,0,10,6,0,2359,2065,29,39,6,1000,1000,250,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:29.8,,,,,,,,,,,,,,,,,,,,
77576594,2020/9/7,09:32:31.0,2,0,A,4,95,59.4,1450,770,680,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,366,0,2000,4300,NORTHBOUND,1000000,No,54,0,2,0,0,0,1000,939,54,54,54,1000,1600,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:27.8,,,,,,,,,,,,,,,,,,,,
77576595,2020/9/7,09:32:31.8,6,7,F,5,75,46.9,66150,7910,11150,10950,13240,12210,10690,0,0,0,0,333,135,573,132,131,0,0,0,0,1551,15,13400,0,NORTHBOUND,0,No,38,11000,14,7,2,17,2359,2065,38,28,31,1000,1000,841,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:31.0,,,,,,,,,,,,,,,,,,,,
77576596,2020/9/7,09:32:33.1,2,0,A,4,91,56.9,2380,1360,1020,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,342,0,3200,8050,NORTHBOUND,1000000,No,86,0,2,0,0,0,1000,939,86,86,86,1000,1600,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:31.0,,,,,,,,,,,,,,,,,,,,
77576597,2020/9/7,09:32:35.8,2,0,A,3,77,48.1,2200,1140,1060,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,369,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,939,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576598,2020/9/7,09:32:35.9,6,7,F,5,72,45,61070,8010,9760,9340,10960,10980,12020,0,0,0,0,333,136,1025,127,129,0,0,0,0,2244,22,3600,5950,NORTHBOUND,0,No,47,11000,14,7,19,2,2359,2065,33,47,47,1000,1000,1222,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:34.7,,,,,,,,,,,,,,,,,,,,
77576599,2020/9/7,09:32:36.3,2,0,A,4,88,55,2300,1330,970,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,595,54,4900,0,NORTHBOUND,0,No,69,0,2,6,0,0,1000,939,40,69,3,1000,1602,325,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:36.0,,,,,,,,,,,,,,,,,,,,
77576600,2020/9/7,09:32:36.7,2,0,A,5,74,46.3,1950,1140,810,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,504,38,1700,1200,NORTHBOUND,0,No,106,0,2,14,68,2,2359,2065,104,106,57,1000,1000,320,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:36.4,,,,,,,,,,,,,,,,,,,,
77576601,2020/9/7,09:32:37.5,2,0,A,3,76,47.5,1920,980,940,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,385,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,939,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576602,2020/9/7,09:32:39.1,3,4,E,5,72,45,17720,3390,2650,11680,0,0,0,0,0,0,0,191,534,0,0,0,0,0,0,0,1022,29,2000,3600,NORTHBOUND,0,No,24,10000,4,9,12,5,2359,2065,24,24,19,1000,1000,611,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:38.5,,,,,,,,,,,,,,,,,,,,
77576603,2020/9/7,09:32:40.2,2,0,A,5,71,44.4,1580,740,840,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,441,41,1300,1600,NORTHBOUND,0,No,85,0,2,14,66,5,2359,2065,80,85,59,1000,1000,325,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:39.8,,,,,,,,,,,,,,,,,,,,
77576604,2020/9/7,09:32:41.5,2,0,A,5,72,45,2760,1420,1340,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,518,38,1200,1950,NORTHBOUND,0,No,116,0,2,17,24,0,2359,2065,101,116,21,1000,1000,335,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:41.1,,,,,,,,,,,,,,,,,,,,
77576605,2020/9/7,09:32:42.3,2,0,A,1,90,56.3,1690,880,810,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,409,0,0,0,SOUTHBOUND,1000000,No,-21,0,2,7433,-22527,-10402,1000,939,5128,-21766,-21,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576606,2020/9/7,09:32:41.8,2,0,A,4,87,54.4,2410,1330,1080,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,399,0,500,650,NORTHBOUND,1000000,No,111,0,2,10,0,0,1000,939,64,111,5,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:36.5,,,,,,,,,,,,,,,,,,,,
77576607,2020/9/7,09:32:42.3,2,0,A,3,83,51.9,2650,1420,1230,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,410,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,939,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576608,2020/9/7,09:32:43.1,2,0,A,5,71,44.4,2110,1250,860,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,442,36,1600,2700,NORTHBOUND,0,No,85,0,2,9,68,7,2359,2065,71,85,64,1000,1000,326,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:42.8,,,,,,,,,,,,,,,,,,,,
77576609,2020/9/7,09:32:44.3,2,0,A,4,97,60.6,2400,1330,1070,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,382,0,5200,0,NORTHBOUND,1000000,No,178,0,2,16,0,0,1000,939,103,178,8,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:41.8,,,,,,,,,,,,,,,,,,,,
77576610,2020/9/7,09:32:44.4,2,0,A,5,78,48.8,1880,1120,760,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,537,42,1300,2150,NORTHBOUND,0,No,118,0,2,14,57,0,2359,2065,111,118,47,1000,1000,318,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:44.1,,,,,,,,,,,,,,,,,,,,
77576611,2020/9/7,09:32:45.0,2,0,A,3,81,50.6,1450,790,660,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,355,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,939,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576612,2020/9/7,09:32:45.2,2,0,A,2,50,31.3,1670,970,700,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,468,77,100,400,SOUTHBOUND,11100000,No,613,0,2,0,0,0,1000,998,563,496,613,1000,1602,28763,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:16.4,,,,,,,,,,,,,,,,,,,,
77576613,2020/9/7,09:32:46.0,2,0,A,5,79,49.4,1020,620,400,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,460,37,1500,2750,NORTHBOUND,0,No,64,0,2,12,26,0,2359,2065,64,61,26,1000,1000,301,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:45.7,,,,,,,,,,,,,,,,,,,,
77576614,2020/9/7,09:32:46.3,2,0,A,1,87,54.4,1420,840,580,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,370,0,0,0,SOUTHBOUND,1000000,No,-21,0,2,7433,-22527,-10402,1000,998,5128,-21766,-21,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576615,2020/9/7,09:32:46.8,2,0,A,5,91,56.9,1190,600,590,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,357,26,800,1300,NORTHBOUND,0,No,47,0,2,12,17,2,2359,2065,38,47,17,1000,1000,220,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:46.6,,,,,,,,,,,,,,,,,,,,
77576616,2020/9/7,09:32:47.5,2,0,A,4,91,56.9,620,300,320,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,363,0,2400,6100,NORTHBOUND,1000000,No,285,0,2,26,0,0,1000,998,165,285,13,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:44.3,,,,,,,,,,,,,,,,,,,,
77576617,2020/9/7,09:32:49.3,2,0,A,3,90,56.3,1790,1030,760,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,365,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576618,2020/9/7,09:32:51.2,2,0,A,5,82,51.3,2260,1100,1160,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,497,45,4300,0,NORTHBOUND,0,No,71,0,2,7,38,0,2359,2065,64,71,33,1000,1000,306,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:50.9,,,,,,,,,,,,,,,,,,,,
77576619,2020/9/7,09:32:54.8,2,0,A,5,88,55,2320,1320,1000,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,522,42,3500,7500,NORTHBOUND,0,No,130,0,2,14,54,0,2359,2065,130,127,47,1000,1000,295,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:54.5,,,,,,,,,,,,,,,,,,,,
77576620,2020/9/7,09:32:54.9,2,0,A,2,50,31.3,1670,970,700,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,744,67,37600,0,SOUTHBOUND,1000000,No,82,0,2,3,0,4,1000,998,70,82,66,1000,1602,680,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:54.1,,,,,,,,,,,,,,,,,,,,
77576621,2020/9/7,09:32:55.1,2,0,A,3,88,55,1730,980,750,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,376,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576622,2020/9/7,09:32:55.7,2,0,A,5,92,57.5,960,510,450,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,365,0,400,450,NORTHBOUND,1100000,No,307,0,2,33,127,0,2359,2065,307,300,111,1000,1000,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:54.9,,,,,,,,,,,,,,,,,,,,
77576623,2020/9/7,09:32:55.7,2,0,A,4,92,57.5,800,420,380,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,363,0,3100,7450,NORTHBOUND,1000000,No,457,0,2,42,0,0,1000,998,264,457,21,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:47.5,,,,,,,,,,,,,,,,,,,,
77576624,2020/9/7,09:32:56.6,2,0,A,3,74,46.3,2360,1140,1220,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,370,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
77576625,2020/9/7,09:32:57.2,2,0,A,2,50,31.3,1260,770,490,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,400,79,2700,3050,SOUTHBOUND,1000000,No,93,0,2,3,49,0,1000,998,89,93,41,1000,1602,365,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:56.8,,,,,,,,,,,,,,,,,,,,
77576626,2020/9/7,09:32:57.5,2,0,A,4,87,54.4,1740,810,930,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,366,0,8200,0,NORTHBOUND,1000000,No,732,0,2,67,0,0,1000,998,423,732,34,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:55.7,,,,,,,,,,,,,,,,,,,,
77576627,2020/9/7,09:32:58.7,2,0,A,4,90,56.3,2100,1100,1000,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,366,0,1700,3750,NORTHBOUND,1000000,No,1173,0,2,107,0,0,1000,998,678,1173,54,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32:57.5,,,,,,,,,,,,,,,,,,,,
77576628,2020/9/7,09:33:00.3,2,0,A,3,83,51.9,900,900,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,468,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,00:02.8,,,,,,,,,,,,,,,,,,,,
