Serial #,Date,Time,No of Axles,Class Index,Class,Lane #,Speed(kph),Speed(mph),Gross Weight (Kg),Axle Wt1,Axle Wt2,Axle Wt3,Axle Wt4,Axle Wt5,Axle Wt6,Axle Wt7,Axle Wt8,Axle Wt9,Axle Wt10,Spacing1,Spacing2,Spacing3,Spacing4,Spacing5,Spacing6,Spacing7,Spacing8,Spacing9,Length(cm),Overhang(%),Headway(msec),Gap(cm),Direction,Validity,Straddle,Chassis Code,Legal Status,Legal Status,Front LF,Middle LF,Rear LF,Straddle Window,Average Speed,Front HF,Middle HF,Rear HF,Time Diff 1,Time Diff 2,Loop On Time,Registration,Axle 11,Axle 12,Axle 13,Axle 14,Axle 15,Axle 16,Axle 17,Axle 18,Axle 19,Axle 20,Axle 21,Axle 22,Axle 23,Axle 24,Axle 25,Space 10,Space 11,Space 12,Space 13,Space 14,Space 15,Space 16,Space 17,Space 18,Space 19,Space 20,Space 21,Space 22,Space 23,Space 24,Road Surface,Mote Address,Mote Hops,Mote Noise,Gas Type 1,Gas Type 2,Gas Type 3,Mote Temp,Mote Humidity,Mote Battery,RSSI,Record Type,Gross Wt P1,Gross Wt P2,Axle Wt 1 P1,Axle Wt 1 P2,Axle Wt 2 P1,Axle Wt 2 P2,Axle Wt 3 P1,Axle Wt 3 P2,Axle Wt 4 P1,Axle Wt 4 P2,Axle Wt 5 P1,Axle Wt 5 P2,Axle Wt 6 P1,Axle Wt 6 P2,Axle Wt 7 P1,Axle Wt 7 P2,Axle Wt 8 P1,Axle Wt 8 P2,Axle Wt 9 P1,Axle Wt 9 P2,Axle Wt 10 P1,Axle Wt 10 P2,Axle Wt 1 S1,Axle Wt 1 S2,Axle Wt 1 S3,Axle Wt 1 S4,Axle Wt 1 S5,Axle Wt 1 S6,Axle Wt 1 S7,Axle Wt 1 S8,Axle Wt 2 S1,Axle Wt 2 S2,Axle Wt 2 S3,Axle Wt 2 S4,Axle Wt 2 S5,Axle Wt 2 S6,Axle Wt 2 S7,Axle Wt 2 S8,Axle Wt 3 S1,Axle Wt 3 S2,Axle Wt 3 S3,Axle Wt 3 S4,Axle Wt 3 S5,Axle Wt 3 S6,Axle Wt 3 S7,Axle Wt 3 S8,Axle Wt 4 S1,Axle Wt 4 S2,Axle Wt 4 S3,Axle Wt 4 S4,Axle Wt 4 S5,Axle Wt 4 S6,Axle Wt 4 S7,Axle Wt 4 S8,Axle Wt 5 S1,Axle Wt 5 S2,Axle Wt 5 S3,Axle Wt 5 S4,Axle Wt 5 S5,Axle Wt 5 S6,Axle Wt 5 S7,Axle Wt 5 S8,Axle Wt 6 S1,Axle Wt 6 S2,Axle Wt 6 S3,Axle Wt 6 S4,Axle Wt 6 S5,Axle Wt 6 S6,Axle Wt 6 S7,Axle Wt 6 S8,Axle Wt 1 Sensor Avg,Axle Wt 2 Sensor Avg,Axle Wt 3 Sensor Avg,Axle Wt 4 Sensor Avg,Axle Wt 5 Sensor Avg,Axle Wt 6 Sensor Avg,Gross Wt S1,Gross Wt S2,Gross Wt S3,Gross Wt S4,Gross Wt S5,Gross Wt S6,Gross Wt S7,Gross Wt S8,Temperature(C),Start Time,Wheel Wt 1 L,Wheel Wt 1 R,Wheel Wt 2 L,Wheel Wt 2 R,Wheel Wt 3 L,Wheel Wt 3 R,Wheel Wt 4 L,Wheel Wt 4 R,Wheel Wt 5 L,Wheel Wt 5 R,Wheel Wt 6 L,Wheel Wt 6 R,Wheel Wt 7 L,Wheel Wt 7 R,Wheel Wt 8 L,Wheel Wt 8 R,Wheel Wt 9 L,Wheel Wt 9 R,Wheel Wt 10 L,Wheel Wt 10 R
77572550,2020/9/7,08:13:35.6,2,0,A,5,86,53.8,1680,940,740,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,459,42,1500,2550,NORTHBOUND,0,No,97,0,2,5,24,2,2357,2062,40,97,21,1000,1000,276,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:35.3,,,,,,,,,,,,,,,,,,,,
77572551,2020/9/7,08:13:36.2,2,0,A,3,87,54.4,2030,1080,950,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,369,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572552,2020/9/7,08:13:37.6,2,0,A,5,90,56.3,2080,1160,920,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,426,38,2000,4300,NORTHBOUND,0,No,54,0,2,14,7,0,2357,2062,38,54,5,1000,1000,250,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:37.4,,,,,,,,,,,,,,,,,,,,
77572553,2020/9/7,08:13:37.8,6,7,F,1,61,38.1,53350,6600,10030,10600,9150,8590,8380,0,0,0,0,319,137,481,132,135,0,0,0,0,1505,0,0,0,SOUTHBOUND,1000000,No,-21,1000,14,7433,-22527,-10402,1000,997,5128,-21766,-21,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572554,2020/9/7,08:13:41.3,2,0,A,3,78,48.8,1810,1040,770,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,370,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572555,2020/9/7,08:13:41.4,2,3,D,1,59,36.9,14880,4470,10410,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,663,0,0,0,SOUTHBOUND,1000000,No,-21,0,0,7433,-22527,-10402,1000,997,5128,-21766,-21,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572556,2020/9/7,08:13:41.4,2,0,A,4,95,59.4,2600,1350,1250,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,646,55,6400,0,NORTHBOUND,0,No,699,0,2,8,0,2,1000,997,45,161,699,1000,1599,321,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:41.1,,,,,,,,,,,,,,,,,,,,
77572557,2020/9/7,08:13:42.8,2,0,A,4,94,58.8,1840,1120,720,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,536,51,1400,3050,NORTHBOUND,0,No,736,0,2,3,40,3,1000,997,736,136,37,1000,1599,282,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:42.5,,,,,,,,,,,,,,,,,,,,
77572558,2020/9/7,08:13:44.1,2,0,A,2,50,31.3,1790,1040,750,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,305,11,20000,0,SOUTHBOUND,1000000,No,123,0,2,0,0,0,1000,997,101,123,27,1000,1599,344,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:43.7,,,,,,,,,,,,,,,,,,,,
77572559,2020/9/7,08:13:44.1,2,0,A,4,93,58.1,1740,1030,710,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,468,75,1000,2100,NORTHBOUND,0,No,154,0,2,14,0,0,1000,997,154,139,5,1000,1599,493,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:43.6,,,,,,,,,,,,,,,,,,,,
77572560,2020/9/7,08:13:44.3,2,0,A,3,79,49.4,970,970,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,468,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572561,2020/9/7,08:13:46.3,2,0,A,3,99,61.9,2000,950,1050,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,355,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572562,2020/9/7,08:13:48.2,2,0,A,4,103,64.4,2210,1090,1120,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,399,0,3700,9100,NORTHBOUND,1000000,No,246,0,2,22,0,0,1000,997,246,222,8,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:47.4,,,,,,,,,,,,,,,,,,,,
77572563,2020/9/7,08:13:48.4,2,0,A,3,81,50.6,1890,1150,740,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,365,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572564,2020/9/7,08:13:49.3,2,0,A,2,50,31.3,1340,820,520,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,400,79,5100,6750,SOUTHBOUND,1000000,No,71,0,2,8,13,0,1000,997,31,71,10,1000,1599,333,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:48.9,,,,,,,,,,,,,,,,,,,,
77572565,2020/9/7,08:13:50.3,2,0,A,3,86,53.8,1630,1000,630,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,369,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572566,2020/9/7,08:13:51.7,2,0,A,4,99,61.9,1780,1050,730,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,468,83,3600,9950,NORTHBOUND,0,No,101,0,2,13,0,0,1000,997,101,82,5,1000,1599,630,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:51.1,,,,,,,,,,,,,,,,,,,,
77572567,2020/9/7,08:13:52.6,2,0,A,3,81,50.6,2350,1230,1120,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,420,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572568,2020/9/7,08:13:52.8,2,3,D,5,87,54.4,9470,4420,5050,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,683,22,15000,0,NORTHBOUND,0,No,14,0,0,9,7,2,2357,2062,14,14,12,1000,1000,365,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:52.4,,,,,,,,,,,,,,,,,,,,
77572569,2020/9/7,08:13:53.3,5,6,F,6,74,46.3,24840,6350,7480,4380,3100,3530,0,0,0,0,0,381,808,130,130,0,0,0,0,0,1694,14,23800,0,NORTHBOUND,0,No,25,0,12,8,4,2,2357,2062,25,25,19,1000,1000,922,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:52.4,,,,,,,,,,,,,,,,,,,,
77572570,2020/9/7,08:13:54.2,2,3,D,1,56,35,19250,5810,13440,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,622,0,0,0,SOUTHBOUND,1000000,No,-21,10000,0,7433,-22527,-10402,1000,997,5128,-21766,-21,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572571,2020/9/7,08:13:54.8,2,0,A,5,90,56.3,3110,1460,1650,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,413,30,2100,4400,NORTHBOUND,0,No,57,0,2,19,7,0,2357,2062,47,57,5,1000,1000,245,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:54.6,,,,,,,,,,,,,,,,,,,,
77572572,2020/9/7,08:13:57.6,2,0,A,3,90,56.3,1550,910,640,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,353,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572573,2020/9/7,08:13:58.3,2,0,A,4,86,53.8,1630,830,800,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,720,62,6800,0,NORTHBOUND,0,No,732,0,2,0,0,0,1000,997,732,114,8,1000,1599,385,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13:57.9,,,,,,,,,,,,,,,,,,,,
77572574,2020/9/7,08:13:58.7,2,0,A,3,95,59.4,1880,1100,780,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,354,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572575,2020/9/7,08:13:59.9,2,3,D,1,54,33.8,11040,3920,7120,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,557,0,0,0,SOUTHBOUND,1000000,No,-21,0,0,7433,-22527,-10402,1000,997,5128,-21766,-21,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572576,2020/9/7,08:14:00.6,2,0,A,4,88,55,1240,800,440,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,468,81,2000,4050,NORTHBOUND,0,No,692,0,2,0,0,0,1000,997,126,22,692,1000,1599,657,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14:00.0,,,,,,,,,,,,,,,,,,,,
77572577,2020/9/7,08:14:02.4,2,0,A,4,88,55,970,970,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,468,0,800,1500,NORTHBOUND,1000000,No,1107,0,2,0,0,0,1000,997,201,35,1107,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14:00.8,,,,,,,,,,,,,,,,,,,,
77572578,2020/9/7,08:14:05.5,2,0,A,4,90,56.3,980,610,370,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,382,0,1500,3200,NORTHBOUND,1000000,No,1770,0,2,0,0,0,1000,997,321,56,1770,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14:02.4,,,,,,,,,,,,,,,,,,,,
77572579,2020/9/7,08:14:06.1,2,0,A,3,92,57.5,1520,870,650,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,360,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572580,2020/9/7,08:14:07.5,2,0,A,3,88,55,1750,1050,700,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,360,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572581,2020/9/7,08:14:09.4,2,0,A,3,85,53.1,2600,1370,1230,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,416,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572582,2020/9/7,08:14:10.5,3,4,E,6,65,40.6,15550,5820,5190,4540,0,0,0,0,0,0,0,363,635,0,0,0,0,0,0,0,1254,20,17200,0,NORTHBOUND,0,No,21,0,4,8,6,4,2357,2062,21,19,10,1000,1000,806,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14:09.7,,,,,,,,,,,,,,,,,,,,
77572583,2020/9/7,08:14:12.5,2,0,A,3,94,58.8,1890,1010,880,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,380,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572584,2020/9/7,08:14:13.3,2,3,D,1,62,38.8,18090,5620,12470,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,655,0,0,0,SOUTHBOUND,1000000,No,-21,10000,0,7433,-22527,-10402,1000,997,5128,-21766,-21,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572585,2020/9/7,08:14:14.5,2,0,A,3,87,54.4,2340,1150,1190,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,380,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,00:03.6,,,,,,,,,,,,,,,,,,,,
77572586,2020/9/7,08:14:15.2,2,0,A,4,78,48.8,1700,980,720,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,358,0,3000,7150,NORTHBOUND,1000000,No,2830,0,2,0,0,0,1000,997,513,90,2830,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14:05.5,,,,,,,,,,,,,,,,,,,,
